magnitude,depth,population_density,infrastructure,urban,time_night,distance,damage,casualty_risk,blackout
7.6,86.54245929591649,319,5,1,1,251.52410776568945,Medium,Low,Failure
5.1,32.76073189388029,1680,1,0,0,264.95172818832253,Medium,Medium,Failure
7.1,91.52316535617194,4455,3,0,1,276.6925918360051,High,High,Failure
7.4,76.62638084169447,6189,1,1,0,32.25383847483258,High,Medium,Failure
6.7,81.46614379993667,1624,5,1,1,39.495413659838206,Low,Medium,Risk
6.1,6.710622782043178,1745,5,1,1,167.54503508762545,Low,Medium,Risk
5.9,96.46698392203247,3308,6,1,0,268.2978278589043,Low,Low,Risk
5.6,74.03374424668071,3312,8,1,1,292.3304875006852,Low,Medium,Risk
8.2,33.951354061682665,1495,10,0,0,14.832313284659987,Low,Low,Safe
7.7,83.79249316159046,6313,1,1,0,107.37645117599739,High,High,Failure
8.3,31.744513849418347,8461,4,1,0,64.65538214333804,High,High,Failure
4.6,87.91161475878215,102,10,1,0,227.03378883044317,Low,Low,Safe
7.3,15.695137089134017,9999,1,0,1,192.41796669257255,High,High,Failure
8.2,71.85016785877559,5620,9,1,0,36.84652141366978,Low,Low,Risk
4.8,56.36635528126648,7629,7,1,0,145.57309814212647,Low,Medium,Safe
4.3,14.170774668566878,1716,7,1,0,205.94671618901612,Low,Low,Safe
7.3,27.979913684589704,6951,5,0,0,233.92261278328726,Medium,Medium,Failure
6.6,6.178383446344905,2835,7,0,1,6.995760225418549,Medium,Low,Risk
7.8,49.53295671912805,769,2,1,0,267.25040262118307,High,Low,Failure
4.6,33.62019977220004,8647,4,0,1,171.2151335022068,Medium,High,Risk
7.6,61.84396100828709,6905,7,1,1,243.7608253730115,High,Medium,Risk
4.9,33.237591732318634,2344,3,0,1,242.57347097427075,Low,Medium,Failure
4.7,33.492315593163546,8313,2,1,0,57.76594542101977,Medium,High,Risk
4.7,75.60335387950232,9471,10,0,0,33.9414639558363,Low,Medium,Safe
7.7,9.573569417943578,9809,2,1,0,216.66489342317416,High,High,Failure
7.0,90.77502454323879,4532,1,1,0,47.7716487276641,High,Medium,Failure
6.4,85.96506806716224,748,5,0,1,255.1313099300124,Low,Medium,Risk
5.6,68.44144490650862,7293,6,1,1,218.13065567476943,Low,Medium,Risk
7.9,61.35604916020151,9068,6,1,0,252.7057839452135,High,Medium,Failure
5.8,89.76873732326696,5968,9,1,0,90.40479120319448,Low,Medium,Safe
7.7,22.60636705522787,398,4,1,0,95.66282006276015,High,Low,Failure
6.0,12.502070408128718,5424,1,0,0,201.69524534754896,High,Medium,Failure
5.7,27.753466141406122,7919,6,1,0,10.402340562625314,Medium,Medium,Risk
6.1,80.48493647651807,357,5,0,0,218.22252715488938,Low,Low,Risk
5.4,8.293675339015916,3466,10,0,0,250.89913818552577,Low,Low,Safe
7.4,60.366649332931516,4870,6,0,1,125.1339123946271,Medium,Medium,Risk
6.3,99.56656403817445,3608,3,0,1,229.69877019645213,Medium,Medium,Failure
5.0,86.29112891456624,4528,2,1,1,53.20866417769632,Medium,High,Risk
8.0,54.537340459141,6581,6,1,1,97.35585775202593,Medium,High,Risk
5.7,11.045886382231023,4670,1,0,0,292.3171839700328,Medium,Medium,Failure
6.4,83.98048386664243,3035,7,1,0,295.91212389447776,Low,Low,Risk
8.1,61.902958276835,8162,7,0,0,154.2689108534548,High,Medium,Risk
6.8,15.918634720658849,8517,10,1,0,280.3466676476992,Medium,Low,Safe
4.5,13.91644205821884,2597,7,1,0,157.2964727389995,Low,Medium,Risk
8.2,91.41454784647628,386,10,1,1,88.18485032018603,Low,Low,Risk
6.8,68.57402497911745,3029,1,0,0,80.80288714153278,High,Medium,Failure
5.5,83.78224593509178,4018,4,0,1,278.9222059050765,Low,Medium,Risk
4.6,88.5029955268154,960,7,1,0,52.561470303183874,Low,Low,Safe
7.6,59.31837344459061,2046,9,0,1,174.31010500234365,Low,Low,Risk
6.8,54.15740341672892,3179,5,0,0,167.10199535075316,Low,Low,Risk
6.4,45.89060398049407,5497,2,1,1,222.1468837112455,Medium,High,Failure
8.0,35.109925840156336,6179,7,0,0,150.27362934990765,Medium,Medium,Risk
7.5,46.286616281577615,5900,10,1,0,82.41341255173212,Medium,Low,Safe
4.7,78.51856729436486,4254,1,1,0,51.649553389841984,Medium,Medium,Failure
5.4,62.1827259464375,7496,7,1,0,186.62482224826164,Low,Medium,Risk
5.1,89.78971254571037,8569,6,0,1,215.9782362991167,Low,High,Risk
7.3,47.121101366022835,364,7,1,0,171.28686232592776,Medium,Low,Risk
4.2,62.67350997828163,1184,10,1,1,221.76703185923722,Low,Low,Safe
6.6,64.97421754373893,4926,3,0,0,43.31483953253808,Medium,Medium,Failure
7.4,61.21123041910092,8152,3,0,1,264.8585882879975,High,High,Failure
7.9,71.75020844312405,9762,7,0,0,175.13625701414242,High,Medium,Risk
5.5,27.556179495606596,8397,2,0,0,38.92633414088655,High,Medium,Risk
7.7,53.67455886685011,5642,1,1,1,139.11563605751476,High,High,Failure
4.5,14.901356266793028,1774,9,0,0,253.59272962190752,Low,Low,Safe
7.8,41.52857612625719,3393,9,0,0,269.37109584249487,Medium,Low,Risk
4.6,51.328371519020116,936,7,0,1,80.13020199462969,Low,Low,Safe
5.8,66.96130465681989,771,7,0,0,213.66848158842546,Low,Low,Risk
7.6,95.30044999568933,7728,3,1,1,30.895588997649227,High,High,Failure
4.7,62.06185132209381,9154,10,0,0,11.030215552235186,Low,Medium,Safe
5.0,75.64142203677318,3407,2,1,1,168.55928719216288,Medium,Medium,Failure
7.3,53.095275652044265,920,7,0,1,208.75344621910963,Low,Low,Risk
7.2,65.23988298075147,6801,9,1,1,238.9402326217741,Medium,Medium,Risk
6.9,11.738560532708476,547,1,1,1,102.72465529814507,High,Medium,Failure
7.1,29.167200179975463,1806,4,0,0,2.95109771823721,Medium,Low,Risk
6.4,39.376043854488174,1167,6,1,0,144.37625189629478,Low,Low,Risk
5.1,49.88686872561879,2878,7,0,1,5.740210066696527,Low,Medium,Safe
5.6,9.336630822726455,1697,10,1,0,28.503368690569182,Low,Low,Safe
4.8,18.30228926756518,7042,7,1,0,98.68001773699277,Low,Medium,Risk
8.1,31.29735924017405,6821,10,1,0,131.71444281849298,Medium,Low,Risk
6.6,97.29560563559981,192,2,0,1,84.56136292766492,Medium,Medium,Failure
5.8,36.47796567478982,2811,4,1,0,174.97771468490765,Medium,Low,Risk
6.1,50.79390052064784,3485,5,0,0,17.549586976210463,Medium,Low,Risk
8.3,23.62928271014733,6672,1,1,1,44.22933336163583,High,High,Failure
4.7,63.02410675219799,7119,1,1,0,208.88226182587462,Medium,High,Failure
6.6,31.66490547401756,4562,10,1,1,43.5001152257774,Low,Medium,Safe
6.3,24.664294951650543,1898,3,1,1,192.2927852695563,Medium,Medium,Failure
6.8,54.07439970236801,2746,10,1,1,17.3507016052563,Low,Low,Safe
4.1,5.523050920239978,1767,3,1,0,122.80730145662298,Low,Low,Risk
7.9,5.728083101676406,3122,8,0,0,54.045431566233525,Medium,Low,Risk
8.2,25.811536864676487,9309,9,0,1,33.78124847802074,Medium,Medium,Safe
6.5,8.48852943757801,2836,1,0,1,170.54280226686703,High,High,Failure
7.1,15.26244664241568,3841,2,1,1,278.5723958296809,High,Medium,Failure
8.2,37.191761687181405,9530,10,0,1,17.3813273291411,Medium,Medium,Safe
7.2,81.24563956008222,3921,2,1,1,127.04472021719224,High,High,Failure
4.7,59.34462112008358,1856,4,0,1,212.55309588588767,Low,Medium,Risk
6.6,53.70343396585956,1554,2,0,0,139.34366167466027,Medium,Low,Failure
6.7,32.881438204771555,3358,7,1,1,242.14228788546833,Medium,Low,Risk
5.9,93.51660334611755,7167,9,1,1,54.71394944337537,Low,Medium,Safe
7.3,42.71642891753321,5098,7,0,1,287.9186673032944,Medium,Medium,Risk
8.2,13.273812845598291,8313,6,0,0,116.16362570398961,High,Medium,Risk
8.2,63.62131903119112,1740,10,0,0,103.12932025033825,Low,Low,Risk
6.0,15.814647380277133,9586,1,0,0,262.5071325564466,High,High,Failure
4.5,37.79619856616075,3353,10,1,0,169.5962425356382,Low,Low,Safe
8.4,53.20413417819184,3163,9,0,1,155.41685822894362,Medium,Low,Risk
7.8,88.0511398450917,9124,5,1,0,218.36639793900085,High,Medium,Risk
4.6,51.886925132311276,7900,5,1,1,174.370437246046,Low,High,Risk
8.1,71.7145827730081,6466,6,0,1,49.59217778237748,Medium,Medium,Risk
7.9,99.31759970491169,1554,9,1,1,202.58508923661398,Low,Low,Risk
6.3,17.491466390308254,8974,8,0,1,40.90719490535641,Medium,High,Safe
6.7,31.099494924354353,9990,8,1,1,241.95145389488454,Medium,High,Risk
5.8,42.48472718177641,3974,8,1,1,296.931242715969,Low,Low,Risk
4.2,45.07367696118898,8665,1,0,0,113.83889986745811,Medium,High,Risk
5.5,44.047002150226845,9833,1,1,0,133.98201356240176,High,High,Failure
7.6,91.22304524287271,4535,8,1,0,14.88366298936088,Medium,Low,Risk
4.0,72.83310122435137,8150,5,0,0,5.106223236690907,Low,Medium,Risk
5.5,62.75099533861685,8734,9,1,0,276.504381128022,Low,Low,Risk
5.8,34.3904081969643,241,2,1,1,39.45859407131842,Medium,Medium,Failure
6.4,83.260086501023,8740,9,0,0,134.28784552028162,Low,Medium,Safe
8.1,95.73074859107395,4967,8,0,0,244.79103253281286,Medium,Low,Risk
5.6,83.01383684227152,5881,9,1,0,266.90630921856757,Low,Low,Safe
5.6,5.148684993189926,9498,4,1,1,156.29990789975682,Medium,High,Risk
7.3,65.45813016742366,4372,1,1,1,169.94472496780898,High,High,Failure
6.0,9.857861236999568,7049,1,0,1,201.23550776651848,High,High,Failure
5.0,29.472685931703577,9058,5,1,0,288.45335857297084,Low,High,Risk
6.0,10.65484653303831,7332,2,1,0,181.19831832240703,High,High,Failure
4.6,62.360568030191835,9715,8,1,0,168.28310257744752,Low,Medium,Safe
4.8,70.22604178179765,9328,10,1,0,5.345706444531213,Low,Medium,Safe
6.2,15.876325616260987,1924,5,1,0,25.203960904684465,Medium,Low,Risk
5.9,41.46469388927305,9112,5,1,1,173.57431636057487,Medium,High,Risk
8.1,48.34246835077649,4813,2,0,0,280.9358759543538,High,Medium,Failure
5.6,40.06003706728708,8514,7,0,1,260.1407131714191,Low,High,Risk
6.6,16.49737504609334,9271,8,1,0,294.7910979746692,Medium,Medium,Risk
6.8,44.800040067810166,1101,10,1,1,158.82237723082093,Low,Low,Safe
4.1,76.36191454179972,9815,1,0,1,236.5913505928923,Medium,High,Failure
7.0,11.74572813065927,7588,2,0,1,252.2796991153128,High,High,Failure
4.8,12.617101337780827,7461,10,0,1,194.76146554192766,Low,Medium,Safe
8.3,38.7032727244185,6370,4,1,0,102.28622136013766,High,Medium,Failure
4.7,94.46394260379788,2155,5,1,0,141.52355196268053,Low,Low,Risk
5.9,68.51440143867683,357,2,1,0,257.51720460082674,Low,Low,Failure
4.4,69.47364588389365,7787,1,1,1,90.26582986866703,Medium,High,Risk
8.5,39.382399129597175,3409,9,0,0,277.1991962487279,Medium,Low,Risk
6.3,61.39777516481115,3226,1,0,0,69.71209608537686,Medium,Medium,Failure
6.7,5.962462482635621,1301,4,0,0,225.10540813187743,Medium,Low,Failure
4.3,65.42912440890652,5416,2,0,0,189.53721106937576,Low,Medium,Risk
7.4,91.76226001974248,1567,4,1,1,225.13023289510792,Medium,Medium,Failure
4.9,63.19447949275782,6276,8,1,1,131.76692415734584,Low,Medium,Safe
8.0,88.00136637930278,5355,8,0,0,279.8596777036414,Medium,Low,Risk
4.9,73.77744026927891,9620,9,0,0,190.10918852103174,Low,Medium,Safe
4.9,16.45304955835057,5919,5,0,0,87.20044556172263,Low,Medium,Risk
4.2,90.73306419215497,8089,7,0,1,191.89806612499098,Low,Medium,Safe
6.1,11.312165213798615,4941,3,0,1,86.75790841490232,High,High,Risk
6.5,55.72690989203756,5042,10,1,1,88.7960851362024,Low,Low,Safe
4.3,18.50302676037848,2011,4,1,0,120.4799549746395,Low,Low,Risk
7.5,6.112128019435886,2913,10,0,1,255.87669485316658,Medium,Low,Risk
6.0,45.093254712125706,6653,9,0,1,150.5890644438036,Low,Medium,Safe
6.4,33.02886722714484,4617,10,0,1,203.99135182683202,Low,Low,Safe
6.0,51.170046910772285,6563,10,1,1,118.19835434206445,Low,Medium,Safe
5.8,59.833989239782326,4055,1,1,1,79.81802650225755,High,Medium,Failure
6.5,9.155211869349998,9164,2,1,0,286.4374080541532,High,High,Failure
4.7,16.685313036755836,233,5,0,0,181.47079288979572,Low,Low,Risk
4.8,58.07102766279041,7805,3,1,0,280.25145023623276,Medium,Medium,Risk
7.9,37.60089855140253,3408,2,0,0,61.8204876572962,High,Medium,Failure
8.3,74.27148131719755,6665,1,1,1,44.921355009966895,High,High,Failure
5.7,66.96770661623427,9640,10,1,0,256.8910492300472,Low,Medium,Safe
5.2,85.33241448404115,6847,3,1,0,204.59424657255818,Medium,Medium,Risk
6.9,70.78681853357641,8778,1,0,0,56.78697127683876,High,High,Failure
5.8,45.84345235206407,7728,1,0,1,81.5385504983978,High,High,Failure
4.1,68.93182912747108,5748,1,1,0,240.39851851606804,Medium,Medium,Failure
4.7,31.16121155426476,1323,8,0,1,136.7067173787849,Low,Low,Safe
7.2,34.099782383930204,6703,3,0,1,201.49161144532118,High,High,Failure
7.0,79.95359019247536,1146,1,0,1,96.18725461866725,Medium,Medium,Failure
4.1,47.40985405815031,9547,7,0,0,114.98775587968814,Low,Medium,Safe
5.0,80.84613234924349,9157,10,0,1,297.2230550283084,Low,Medium,Safe
5.0,83.13012549848645,8052,3,0,0,75.03750906524084,Medium,Medium,Risk
7.0,86.46842207782196,4297,8,0,0,152.4304567339177,Low,Low,Risk
4.1,92.08034740491469,9270,4,1,0,253.47630061396913,Low,Medium,Risk
4.5,45.94359594876315,5364,4,0,1,72.52774088609154,Low,Medium,Risk
7.6,35.29234774050819,3404,5,0,1,125.14891324861487,Medium,Medium,Failure
4.8,60.308880926440814,320,6,1,0,184.9122949236265,Low,Low,Risk
6.9,40.26138022657462,1236,7,1,1,144.87525729105565,Low,Low,Risk
5.1,62.10204584602213,6355,4,1,1,138.39117770452492,Medium,Medium,Risk
4.4,72.03065695116334,2448,8,1,1,109.39040966531496,Low,Medium,Safe
5.1,70.398476756753,7045,6,0,0,176.4072520047026,Low,Medium,Risk
7.3,40.58252426691153,7349,1,1,1,187.68743667915948,High,High,Failure
7.9,20.851719161381517,4232,1,1,1,196.3335727295074,High,Medium,Failure
7.7,45.900287153909716,9953,9,0,0,22.040064263902767,High,Medium,Risk
5.8,18.54644368778133,2280,10,0,1,189.6792185379026,Low,Low,Safe
7.0,89.55921834246179,6561,6,0,0,286.0179164555886,Medium,Medium,Risk
4.9,37.85835877009645,178,10,1,1,162.75488442289702,Low,Low,Safe
5.3,19.67367598621576,9511,8,0,1,214.86485767026406,Low,High,Risk
8.0,7.417537191046334,3722,7,1,1,167.4629600200061,Medium,Medium,Risk
4.1,66.353126697216,9843,6,0,1,256.5674449590016,Low,High,Risk
4.4,65.5057201582006,4815,4,0,1,278.9453452846731,Low,Medium,Risk
4.9,37.35739582522271,4020,7,1,1,56.08174988961143,Low,Medium,Safe
4.1,11.812629440526845,7595,9,0,0,131.62115093058085,Low,Low,Safe
4.8,43.91474501504704,5602,10,0,1,118.32224817888367,Low,Medium,Safe
6.6,34.56566203102239,677,10,0,1,122.15932186648432,Low,Low,Safe
5.9,69.32646077482589,6639,7,0,1,38.53173018713489,Low,Medium,Risk
8.0,62.549028698005586,2094,1,0,0,244.27110206823508,High,Medium,Failure
7.7,39.6364041787663,2391,10,1,0,11.69410666146564,Low,Low,Safe
5.5,25.69979265422406,5934,9,1,0,158.93975571041992,Low,Low,Safe
5.2,98.86341678478122,8235,4,0,1,198.90163802536267,Low,High,Risk
5.7,48.130154013630914,299,3,1,1,63.03336197960428,Medium,Medium,Risk
6.7,70.38605239912252,2975,4,1,0,271.84920743753986,Medium,Low,Failure
5.2,18.352531919944276,5093,4,1,0,251.72621290041312,Medium,Medium,Risk
6.8,51.13102146764279,1024,10,0,0,141.85403511569368,Low,Low,Safe
5.8,7.615988387599222,9567,2,0,1,123.93353076970148,High,High,Failure
6.5,53.01823620149275,7242,1,0,0,71.73380963811891,High,High,Failure
6.0,96.58165367618172,9225,10,1,1,219.26797416884412,Low,Medium,Safe
5.3,41.49963773365102,9130,1,1,1,40.391396089957276,High,High,Failure
8.3,8.7046211946166,2722,8,0,1,204.39108839929114,Medium,Low,Risk
7.4,7.940800137337636,7329,2,0,0,252.89463884940565,High,Medium,Failure
4.6,41.858742194952605,7581,10,1,1,69.3130011991901,Low,Medium,Safe
7.9,20.202368964003433,9568,5,1,0,260.0617934667281,High,Medium,Failure
6.2,7.218449151177662,8712,4,0,0,10.963636632413028,Medium,High,Risk
8.0,76.8402933252668,2037,8,1,0,273.92342823057106,Medium,Low,Risk
7.6,48.55968584377961,140,2,1,0,36.39030612753811,High,Medium,Failure
5.9,32.47825333740218,8771,10,1,1,194.08199420347177,Low,Medium,Safe
4.1,90.50790238656566,4109,9,1,1,75.77465820526861,Low,Low,Safe
5.2,16.033201219049932,2823,7,1,1,251.12916495971453,Low,Low,Risk
6.4,95.81228875075533,9928,7,1,1,154.17780791372448,Low,High,Risk
6.9,34.826838150848516,8433,1,1,0,41.4371161827039,High,Medium,Failure
5.2,89.39834886932472,7459,2,0,0,171.72647982646757,Medium,High,Failure
4.6,62.27957326554885,4490,4,0,0,122.95690044889795,Low,Low,Risk
7.8,83.5371991754413,7397,4,1,0,198.77289716731724,High,Medium,Failure
8.4,98.48125050499411,1058,3,1,1,264.6890821442744,Medium,Medium,Failure
6.4,32.398516592780844,3833,7,1,0,123.40735022384212,Low,Low,Risk
4.8,96.30787111372133,6696,8,0,1,87.67432318062404,Low,Medium,Safe
5.2,42.00078001572994,4348,2,0,0,5.34001326375503,Medium,Medium,Risk
4.1,41.62363095000762,4718,4,1,0,172.8768723201026,Low,Medium,Risk
8.1,37.33677490417804,4337,3,0,0,121.28015546199863,High,Medium,Failure
4.5,56.433722698020595,2102,2,1,0,113.02011648543379,Low,Medium,Risk
6.6,19.643779101956277,6059,6,1,1,55.697661063979545,Medium,Medium,Risk
5.2,57.602591109011065,1766,4,1,1,129.58654821219102,Low,Medium,Risk
6.5,56.46195717895038,360,6,1,1,295.34814412142714,Low,Medium,Risk
6.9,77.38067219746264,4588,2,1,1,90.02849194800106,High,Medium,Failure
7.7,84.19674638407062,1310,4,1,0,180.31161960902196,Medium,Low,Failure
4.9,46.84192827968028,3982,6,1,0,233.16957751338438,Low,Low,Risk
4.0,33.721658688391905,634,5,0,1,224.998189129783,Low,Low,Risk
4.6,29.636815245123973,7666,3,1,1,99.30351196028464,Medium,High,Risk
8.1,23.489264486962835,8601,8,0,0,183.64716497153827,Medium,Medium,Risk
7.9,10.476520308907364,2916,7,1,0,261.508140895777,Medium,Low,Risk
6.7,37.532557989297764,5948,3,1,1,5.618780892190306,High,Medium,Risk
6.7,30.67353075242441,2061,6,0,1,131.28457269614898,Medium,Medium,Risk
7.0,96.80965165730869,6301,4,0,1,68.05775205432968,Medium,High,Risk
4.8,57.98233849375417,4989,5,1,0,117.20105482925285,Low,Medium,Risk
8.1,37.991318707898216,4056,5,0,1,125.38089278459725,Medium,Medium,Failure
5.9,60.14442209440112,1675,7,1,1,224.25461847120445,Low,Low,Risk
5.7,18.223686627841072,940,5,1,1,29.0527398462375,Low,Medium,Risk
6.3,47.18415617420928,6128,3,0,1,154.26258703662063,High,High,Failure
4.2,64.49226053500107,7086,10,0,1,169.69424274782486,Low,Medium,Safe
4.7,51.44529402028288,8973,5,0,0,148.7531234619895,Low,Medium,Risk
7.3,43.168986062160805,4011,7,0,1,219.83010266575332,Medium,Medium,Risk
4.4,99.41559694547132,2554,5,1,0,115.75358551614737,Low,Low,Risk
6.7,88.62990240414807,8856,5,0,1,283.54515202838274,Medium,High,Failure
5.1,64.22356602514681,3856,9,0,1,145.05922931914347,Low,Medium,Safe
5.8,59.09084931231686,6150,3,0,1,171.79295897482447,Medium,High,Risk
5.3,63.96274558333548,1769,6,0,0,247.83371618067807,Low,Low,Risk
5.6,24.12465024313116,6736,1,0,0,83.29559567340561,High,Medium,Failure
7.2,42.538085610110265,1637,10,1,0,23.485406600077937,Low,Low,Safe
5.3,8.748655624635436,7050,5,1,1,212.62740953038227,Medium,Medium,Risk
6.5,50.176873561248534,9853,8,0,1,145.42054480896522,Low,High,Risk
6.1,56.587335475978,946,5,0,0,269.05477103673945,Low,Low,Risk
7.0,26.63622492980491,5608,9,1,0,294.8213345680078,Medium,Medium,Risk
8.2,96.5827404807238,8519,6,0,1,120.33369582184403,High,High,Risk
7.3,91.39818803903799,4697,8,1,0,125.21626586163859,Medium,Low,Risk
5.0,73.60360736831106,9878,10,1,1,122.9808180595122,Low,Medium,Safe
4.1,55.671729732709444,2482,8,0,0,98.04167880954691,Low,Low,Safe
5.2,87.64707016653007,3954,3,1,0,234.72444223215282,Low,Medium,Failure
6.7,17.411972663228976,6887,7,0,0,227.93973298472756,Medium,Medium,Risk
4.2,80.09843045611407,1499,7,0,1,144.11481629460692,Low,Low,Safe
6.2,16.857977326850587,4550,10,1,1,14.353703697290726,Low,Low,Safe
6.7,80.45001294219351,5504,6,1,0,93.55823115240895,Medium,Medium,Risk
5.5,31.19791898387891,9474,7,0,1,88.39861091989641,Medium,High,Risk
7.5,88.32360519672795,4167,2,1,1,243.51508661387726,High,High,Failure
4.5,94.6839989134128,8919,9,0,1,27.18509645143624,Low,Medium,Safe
4.3,19.135617093485983,2078,10,1,1,241.89693833376853,Low,Low,Safe
7.3,48.954182481212385,6895,10,1,0,201.08591200754375,Low,Low,Safe
6.2,98.19380092545508,3808,1,0,1,219.99999628000432,Medium,Medium,Failure
7.1,50.923706417448926,5954,1,0,1,130.231743087922,High,High,Failure
6.0,87.03701463888179,4674,3,0,0,204.2380130045257,Low,Medium,Failure
5.1,60.92949460247539,8898,3,1,1,183.09965446736783,Medium,High,Failure
7.7,40.656341252362175,215,1,0,1,230.9250783733602,High,Medium,Failure
7.6,32.14943777495767,4641,7,0,1,134.58418050600739,High,Medium,Risk
7.1,24.30619365317829,639,4,1,0,142.37486184399444,Medium,Low,Failure
5.2,77.37082818088123,4574,10,1,0,193.42929059920624,Low,Low,Safe
6.7,41.72134814818765,2871,2,0,1,33.3151706062501,High,High,Failure
5.6,53.57116890907136,6559,10,0,1,131.43709006093087,Low,Medium,Safe
4.4,51.770920600112284,7743,5,0,0,291.61330273268186,Low,Medium,Risk
8.1,59.84150777714747,9504,6,0,0,12.228143697953637,High,Medium,Risk
4.6,87.22982883433247,121,9,1,0,95.48541213705175,Low,Low,Safe
8.3,98.1702376404258,3630,4,1,1,94.91883590772186,High,Medium,Failure
6.0,43.72049981451261,8012,2,0,1,190.40577165149602,Medium,High,Failure
4.8,83.6142976000988,318,5,0,0,32.634307467817834,Low,Low,Risk
6.4,77.63014049219818,2512,3,0,1,188.93466523277948,Low,Medium,Failure
7.9,59.48525038827946,9510,2,1,1,29.417031954834208,High,High,Failure
7.3,95.82447864313365,1065,1,0,1,29.39114057808097,Medium,Medium,Failure
7.6,24.045078975198265,9325,10,0,1,218.7268237993562,Medium,Medium,Risk
7.0,15.380099979414034,8034,2,1,1,97.9164169760061,High,High,Failure
7.1,86.12638686076511,456,6,1,1,293.24946136641057,Low,Medium,Risk
7.8,46.71923258020609,7434,8,0,1,12.168527994230924,High,Medium,Risk
5.1,85.46204114967074,6099,3,0,0,134.08689245168026,Low,Medium,Risk
6.2,89.84356949356442,6219,9,1,0,34.82764536453307,Low,Low,Safe
5.0,10.933471393811786,8032,9,0,0,106.06231106067449,Low,Medium,Safe
8.4,88.92915248367576,1035,2,0,0,299.46851273210615,High,Low,Failure
8.2,47.59031026009511,4535,8,1,0,266.763911009821,Medium,Low,Risk
4.2,53.49108645540206,8951,10,1,0,15.448998247763674,Low,Low,Safe
7.2,64.52628855385498,2668,5,1,0,169.41349730387932,Medium,Low,Risk
8.2,93.00634763935824,6339,4,0,0,194.69886914250628,High,Medium,Failure
4.8,6.816028970827583,9653,10,1,0,63.650852561087575,Low,Medium,Safe
6.6,50.300129490192624,6978,5,1,1,44.38656644553863,Medium,Medium,Risk
8.1,70.33359403090327,5418,4,0,1,271.40995926499147,High,Medium,Failure
4.2,73.6571609813317,4671,8,0,0,290.6761160035296,Low,Low,Risk
7.1,70.79058099602526,9727,4,1,1,297.57596433857293,High,High,Failure
5.3,17.771337293771577,7616,10,1,1,237.13877034665572,Low,Medium,Safe
8.2,33.44258089530972,4720,6,0,0,199.3871187521719,High,Medium,Risk
8.4,39.07797491461628,7708,2,0,0,104.37334540570637,High,High,Failure
8.2,81.42153472955297,1053,5,1,0,52.24809538510098,Medium,Low,Failure
6.1,31.482187879382536,7554,6,1,1,24.615199210503278,Medium,Medium,Risk
7.9,25.0169715673843,2516,5,0,1,208.2959430968961,Medium,Medium,Failure
7.8,95.95756180861913,1989,2,1,0,235.63230113862812,High,Medium,Failure
5.4,5.842012085779546,1685,7,0,1,248.10964208403902,Low,Low,Risk
7.7,99.79298128978793,9940,4,1,1,274.2157359878358,High,High,Failure
4.2,69.29802339145259,8145,8,0,1,264.0989395278737,Low,Medium,Safe
6.7,83.70458344766612,6315,7,0,0,299.9226404051697,Low,Medium,Risk
5.0,32.98884265288835,1945,7,1,1,73.97513927920814,Low,Medium,Safe
4.5,6.359951378370698,6574,9,1,1,229.22897694845096,Low,Medium,Safe
4.3,75.09760426334536,1123,1,0,1,176.3513942000645,Low,Medium,Failure
7.1,84.2437367150642,5234,10,1,1,79.11229460362114,Low,Medium,Safe
5.5,75.34523253558432,2452,6,1,1,294.5896913637959,Low,Medium,Risk
7.3,18.570777293579667,4945,6,1,1,269.4715333275014,Medium,Medium,Risk
4.3,76.57565261441206,7381,6,0,1,39.42618486479081,Low,High,Safe
5.4,78.04766430022589,9393,6,1,0,8.821344354702536,Low,High,Risk
6.4,67.56134898865521,2006,10,1,0,206.81089793747037,Low,Low,Safe
7.6,77.78101361558069,7073,7,0,1,181.635058028104,Medium,Medium,Risk
5.4,85.36253676938455,3957,10,1,0,280.80887160923265,Low,Low,Safe
6.8,63.29239085255855,857,6,1,1,70.96758086095058,Low,Low,Risk
8.0,13.41744782711951,8428,1,0,1,26.231996420601128,High,High,Failure
6.8,51.32464191838503,4877,3,0,1,78.50538479782395,High,High,Failure
5.0,12.376686793802481,4574,2,1,0,6.659364512927572,Medium,Medium,Risk
4.1,43.71658794808093,9549,6,1,1,11.731932605490796,Low,High,Safe
7.9,43.675116466934625,2334,8,0,1,274.5424839703071,Medium,Low,Risk
4.1,11.27093519332295,5363,3,0,0,106.25295816806161,Low,Medium,Risk
7.9,38.13795072710054,807,10,1,0,123.83189130189452,Low,Low,Risk
6.4,15.54481938517491,4937,8,1,1,6.4931247068932185,Medium,Medium,Safe
8.2,81.78234495087611,3904,8,1,0,81.88601227138213,Medium,Low,Risk
7.6,95.03036246662472,3608,5,0,0,241.61306913868788,Medium,Low,Failure
8.5,11.870065149504168,9822,8,1,1,185.03179694034904,High,High,Risk
5.6,95.73594469271163,1011,6,0,1,226.38039972483818,Low,Medium,Risk
7.5,54.64477693699079,3897,5,0,1,134.71690849734173,Medium,Medium,Risk
5.8,33.45873940561802,6776,9,0,0,93.60903730364767,Low,Low,Safe
6.2,12.301897151235533,3625,7,1,0,145.36021790518274,Medium,Low,Risk
6.8,52.55930546668969,9117,8,1,0,97.5982494533196,Medium,Medium,Risk
7.9,80.47897672662113,2468,1,1,1,251.85235790554634,High,Medium,Failure
8.4,72.17321534033633,4248,2,0,0,90.00444096226087,High,Medium,Failure
